1.000000 0.540302 -0.840094
1.099099 0.454399 -0.889341
1.198198 0.364037 -0.929861
1.297297 0.270102 -0.961257
1.396396 0.173517 -0.983220
1.495495 0.075230 -0.995535
1.594595 -0.023796 -0.998081
1.693694 -0.122588 -0.990834
1.792793 -0.220178 -0.973864
1.891892 -0.315606 -0.947338
1.990991 -0.407938 -0.911516
2.090090 -0.496267 -0.866750
2.189189 -0.579726 -0.813478
2.288288 -0.657497 -0.752224
2.387387 -0.728816 -0.683590
2.486486 -0.792983 -0.608247
2.585586 -0.849369 -0.526935
2.684685 -0.897421 -0.440454
2.783784 -0.936666 -0.349650
2.882883 -0.966721 -0.255415
2.981982 -0.987289 -0.158674
3.081081 -0.998170 -0.060376
3.180180 -0.999256 0.038515
3.279279 -0.990536 0.137027
3.378378 -0.972097 0.234195
3.477477 -0.944119 0.329065
3.576577 -0.906877 0.420706
3.675676 -0.860736 0.508219
3.774775 -0.806149 0.590745
3.873874 -0.743651 0.667474
3.972973 -0.673857 0.737653
4.072072 -0.597450 0.800595
4.171171 -0.515180 0.855680
4.270270 -0.427855 0.902369
4.369369 -0.336332 0.940203
4.468468 -0.241509 0.968811
4.567568 -0.144316 0.987913
4.666667 -0.045706 0.997321
4.765766 0.053351 0.996942
4.864865 0.151886 0.986781
4.963964 0.248930 0.966937
5.063063 0.343531 0.937605
5.162162 0.434761 0.899072
5.261261 0.521725 0.851718
5.360360 0.603570 0.796005
5.459459 0.679492 0.732482
5.558559 0.748747 0.661772
5.657658 0.810654 0.584567
5.756757 0.864607 0.501627
5.855856 0.910076 0.413764
5.954955 0.946614 0.321841
6.054054 0.973864 0.226760
6.153153 0.991558 0.129454
6.252252 0.999522 0.030878
6.351351 0.997678 -0.068002
6.450450 0.986044 -0.166214
6.549550 0.964734 -0.262795
6.648649 0.933958 -0.356797
6.747748 0.894018 -0.447299
6.846847 0.845304 -0.533411
6.945946 0.788297 -0.614289
7.045045 0.723554 -0.689139
7.144144 0.651711 -0.757227
7.243243 0.573473 -0.817885
7.342342 0.489607 -0.870517
7.441441 0.400938 -0.914607
7.540541 0.308334 -0.949722
7.639640 0.212705 -0.975518
7.738739 0.114988 -0.991742
7.837838 0.016143 -0.998234
7.936937 -0.082860 -0.994931
8.036036 -0.181050 -0.981865
8.135135 -0.277464 -0.959164
8.234234 -0.371155 -0.927052
8.333333 -0.461204 -0.885843
8.432432 -0.546727 -0.835941
8.531532 -0.626886 -0.777836
8.630631 -0.700893 -0.712099
8.729730 -0.768023 -0.639375
8.828829 -0.827616 -0.560376
8.927928 -0.879088 -0.475879
9.027027 -0.921934 -0.386712
9.126126 -0.955734 -0.293751
9.225225 -0.980155 -0.197907
9.324324 -0.994959 -0.100121
9.423423 -0.999999 -0.001352
9.522523 -0.995227 0.097429
9.621622 -0.980689 0.195255
9.720721 -0.956528 0.291165
9.819820 -0.922980 0.384217
9.918919 -0.880376 0.473500
10.018018 -0.829134 0.558136
10.117117 -0.769755 0.637295
10.216216 -0.702823 0.710201
10.315315 -0.628994 0.776138
10.414414 -0.548994 0.834459
10.513514 -0.463606 0.884592
10.612613 -0.373669 0.926045
10.711712 -0.280066 0.958410
10.810811 -0.183714 0.981372
10.909910 -0.085560 0.994703
11.009009 0.013434 0.998274
11.108108 0.112296 0.992049
11.207207 0.210057 0.976090
11.306306 0.305756 0.950552
11.405405 0.398454 0.915688
11.504505 0.487243 0.871838
11.603604 0.571251 0.819433
11.702703 0.649653 0.758987
11.801802 0.721681 0.691093
11.900901 0.786627 0.616419
12.000000 0.843854 0.535695
12.099099 0.892801 0.449715
12.198198 0.932987 0.359322
12.297297 0.964018 0.265403
12.396396 0.985589 0.168880
12.495495 0.997489 0.070700
12.594595 0.999602 -0.028174
12.693694 0.991905 -0.126772
12.792793 0.974476 -0.224125
12.891892 0.947484 -0.319280
12.990991 0.911195 -0.411301
13.090090 0.865965 -0.499286
13.189189 0.812238 -0.582373
13.288288 0.750540 -0.659744
13.387387 0.681477 -0.730642
13.486486 0.605728 -0.794370
13.585586 0.524035 -0.850304
13.684685 0.437199 -0.897893
13.783784 0.346074 -0.936672
13.882883 0.251553 -0.966260
13.981982 0.154563 -0.986367
14.081081 0.056056 -0.996794
14.180180 -0.043000 -0.997441
14.279279 -0.141634 -0.988300
14.378378 -0.238879 -0.969461
14.477477 -0.333780 -0.941109
14.576577 -0.425405 -0.903522
14.675676 -0.512856 -0.857070
14.774775 -0.595275 -0.802208
14.873874 -0.671852 -0.739473
14.972973 -0.741837 -0.669483
15.072072 -0.804543 -0.592923
15.171171 -0.859354 -0.510545
15.270270 -0.905732 -0.423158
15.369369 -0.943223 -0.331618
15.468468 -0.971458 -0.236824
15.567568 -0.990161 -0.139706
15.666667 -0.999147 -0.041217
15.765766 -0.998330 0.057676
15.864865 -0.987716 0.156003
15.963964 -0.967410 0.252799
16.063063 -0.937612 0.347115
16.162162 -0.898613 0.438025
16.261261 -0.850796 0.524636
16.360360 -0.794631 0.606100
16.459459 -0.730668 0.681616
16.558559 -0.659536 0.750443
16.657658 -0.581932 0.811907
16.756757 -0.498617 0.865404
16.855856 -0.410410 0.910409
16.954955 -0.318176 0.946481
17.054054 -0.222819 0.973265
17.153153 -0.125276 0.990499
17.252252 -0.026504 0.998013
17.351351 0.072528 0.995735
17.450450 0.170849 0.983685
17.549550 0.267493 0.961984
17.648649 0.361512 0.930842
17.747748 0.451984 0.890567
17.846847 0.538021 0.841553
17.945946 0.618778 0.784281
18.045045 0.693464 0.719313
18.144144 0.761345 0.647287
18.243243 0.821755 0.568909
18.342342 0.874101 0.484949
18.441441 0.917871 0.396230
18.540541 0.952633 0.303623
18.639640 0.978048 0.208037
18.738739 0.993866 0.110410
18.837838 0.999931 0.011699
18.936937 0.996185 -0.087127
19.036036 0.982663 -0.185098
19.135135 0.959499 -0.281252
