-0.785398 -0.665774 0.000000
-0.785241 -0.665677 -0.000105
-0.785084 -0.665579 -0.000209
-0.784927 -0.665482 -0.000314
-0.784770 -0.665385 -0.000418
-0.784613 -0.665288 -0.000523
-0.784456 -0.665191 -0.000627
-0.784298 -0.665093 -0.000732
-0.784141 -0.664996 -0.000836
-0.783984 -0.664899 -0.000941
-0.783827 -0.664801 -0.001045
-0.783670 -0.664704 -0.001150
-0.783513 -0.664607 -0.001254
-0.783356 -0.664509 -0.001358
-0.783199 -0.664412 -0.001463
-0.783042 -0.664315 -0.001567
-0.782885 -0.664217 -0.001671
-0.782728 -0.664120 -0.001776
-0.782570 -0.664022 -0.001880
-0.782413 -0.663925 -0.001984
-0.782256 -0.663828 -0.002089
-0.782099 -0.663730 -0.002193
-0.781942 -0.663633 -0.002297
-0.781785 -0.663535 -0.002402
-0.781628 -0.663438 -0.002506
-0.781471 -0.663340 -0.002610
-0.781314 -0.663243 -0.002714
-0.781157 -0.663145 -0.002818
-0.780999 -0.663047 -0.002923
-0.780842 -0.662950 -0.003027
-0.780685 -0.662852 -0.003131
-0.780528 -0.662755 -0.003235
-0.780371 -0.662657 -0.003339
-0.780214 -0.662559 -0.003443
-0.780057 -0.662462 -0.003547
-0.779900 -0.662364 -0.003651
-0.779743 -0.662266 -0.003755
-0.779586 -0.662169 -0.003859
-0.779429 -0.662071 -0.003963
-0.779271 -0.661973 -0.004067
-0.779114 -0.661875 -0.004171
-0.778957 -0.661778 -0.004275
-0.778800 -0.661680 -0.004379
-0.778643 -0.661582 -0.004483
-0.778486 -0.661484 -0.004587
-0.778329 -0.661386 -0.004691
-0.778172 -0.661289 -0.004795
-0.778015 -0.661191 -0.004899
-0.777858 -0.661093 -0.005003
-0.777700 -0.660995 -0.005107
-0.777543 -0.660897 -0.005210
-0.777386 -0.660799 -0.005314
-0.777229 -0.660701 -0.005418
-0.777072 -0.660603 -0.005522
-0.776915 -0.660505 -0.005626
-0.776758 -0.660407 -0.005729
-0.776601 -0.660309 -0.005833
-0.776444 -0.660211 -0.005937
-0.776287 -0.660113 -0.006040
-0.776130 -0.660015 -0.006144
-0.775972 -0.659917 -0.006248
-0.775815 -0.659819 -0.006352
-0.775658 -0.659721 -0.006455
-0.775501 -0.659623 -0.006559
-0.775344 -0.659525 -0.006662
-0.775187 -0.659427 -0.006766
-0.775030 -0.659329 -0.006870
-0.774873 -0.659231 -0.006973
-0.774716 -0.659132 -0.007077
-0.774559 -0.659034 -0.007180
-0.774401 -0.658936 -0.007284
-0.774244 -0.658838 -0.007387
-0.774087 -0.658740 -0.007491
-0.773930 -0.658641 -0.007594
-0.773773 -0.658543 -0.007698
-0.773616 -0.658445 -0.007801
-0.773459 -0.658347 -0.007905
-0.773302 -0.658248 -0.008008
-0.773145 -0.658150 -0.008111
-0.772988 -0.658052 -0.008215
-0.772831 -0.657953 -0.008318
-0.772673 -0.657855 -0.008422
-0.772516 -0.657757 -0.008525
-0.772359 -0.657658 -0.008628
-0.772202 -0.657560 -0.008731
-0.772045 -0.657461 -0.008835
-0.771888 -0.657363 -0.008938
-0.771731 -0.657264 -0.009041
-0.771574 -0.657166 -0.009145
-0.771417 -0.657067 -0.009248
-0.771260 -0.656969 -0.009351
-0.771102 -0.656870 -0.009454
-0.770945 -0.656772 -0.009557
-0.770788 -0.656673 -0.009661
-0.770631 -0.656575 -0.009764
-0.770474 -0.656476 -0.009867
-0.770317 -0.656378 -0.009970
-0.770160 -0.656279 -0.010073
-0.770003 -0.656180 -0.010176
-0.769846 -0.656082 -0.010279
-0.769689 -0.655983 -0.010382
-0.769532 -0.655885 -0.010485
-0.769374 -0.655786 -0.010588
-0.769217 -0.655687 -0.010691
-0.769060 -0.655588 -0.010794
-0.768903 -0.655490 -0.010897
-0.768746 -0.655391 -0.011000
-0.768589 -0.655292 -0.011103
-0.768432 -0.655194 -0.011206
-0.768275 -0.655095 -0.011309
-0.768118 -0.654996 -0.011412
-0.767961 -0.654897 -0.011515
-0.767803 -0.654798 -0.011618
-0.767646 -0.654699 -0.011721
-0.767489 -0.654601 -0.011823
-0.767332 -0.654502 -0.011926
-0.767175 -0.654403 -0.012029
-0.767018 -0.654304 -0.012132
-0.766861 -0.654205 -0.012235
-0.766704 -0.654106 -0.012337
-0.766547 -0.654007 -0.012440
-0.766390 -0.653908 -0.012543
-0.766233 -0.653809 -0.012646
-0.766075 -0.653710 -0.012748
-0.765918 -0.653611 -0.012851
-0.765761 -0.653512 -0.012954
-0.765604 -0.653413 -0.013056
-0.765447 -0.653314 -0.013159
-0.765290 -0.653215 -0.013262
